case_id,source,gender,ethnic_group,education_level,business_location,income_level,business_type,BPRAC_01_recordkeeping,BPRAC_02_pricing_strategy,BPRAC_03_inventory_mgmt,BPRAC_04_marketing_plan,BPRAC_05_supplier_relations,BPRAC_06_quality_control,BPRAC_score,FIN_01_bank_account,FIN_02_mobile_money,FIN_03_business_loan_access,FIN_04_collateral_available,FIN_05_credit_history,FIN_06_mfi_membership,FIN_07_savings_buffer,FIN_08_insurance_cover,FIN_09_formal_registration,FIN_10_tax_id,FIN_11_invoice_use,FIN_12_grant_access,FIN_13_investor_contact,FIN_14_digital_payments,FIN_score,ENVO_01_local_demand,ENVO_02_road_access,ENVO_03_electricity,ENVO_04_internet_quality,ENVO_05_logistics_delivery,ENVO_06_competitor_density,ENVO_07_govt_service_access,ENVO_08_market_distance,ENVO_09_supplier_proximity,ENVO_score,EPSY_01_risk_tolerance,EPSY_02_need_achievement,EPSY_03_innovativeness,EPSY_04_self_efficacy,EPSY_05_locus_control,EPSY_06_persistence,EPSY_07_opportunity_alertness,EPSY_08_autonomy_pref,EPSY_09_proactiveness,EPSY_10_tolerance_ambiguity,EPSY_11_goal_orientation,EPSY_12_resilience,EPSY_13_creativity,EPSY_14_leadership,EPSY_15_networking_drive,EPSY_16_learning_orientation,EPSY_17_competitiveness,EPSY_18_optimism,EPSY_19_decisiveness,EPSY_20_stress_tolerance,EPSY_21_vision,EPSY_22_adaptability,EPSY_score,BEASE_01_registration_ease,BEASE_02_license_time,BEASE_03_tax_simplicity,BEASE_04_permit_access,BEASE_05_digital_govt_services,BEASE_06_compliance_burden_low,BEASE_07_property_rights,BEASE_08_contract_enforcement,BEASE_09_customs_ease,BEASE_10_utility_connection_ease,BEASE_11_credit_info_access,BEASE_12_investor_protection,BEASE_13_trade_license_renewal,BEASE_14_one_stop_service,BEASE_15_regulatory_clarity,BEASE_score,BPRAC_fz,FIN_fz,ENVO_fz,EPSY_fz,BEASE_fz,GROWTH_monthly_revenue_usd,GROWTH_growth_rate_selfrep,GROWTH_page_analytics_idx,GROWTH_score,GROWTH_fz,GROWTH_binary,SURV_01_BEASE_1,SURV_02_BEASE_2,SURV_03_BEASE_3,SURV_04_BEASE_4,SURV_05_BEASE_5,SURV_06_FIN_1,SURV_07_FIN_2,SURV_08_FIN_3,SURV_09_FIN_4,SURV_10_FIN_5,SURV_11_FIN_6,SURV_12_BPRAC_1,SURV_13_BPRAC_2,SURV_14_BPRAC_3,SURV_15_BPRAC_4,SURV_16_BPRAC_5,SURV_17_EPSY_1,SURV_18_EPSY_2,SURV_19_EPSY_3,SURV_20_EPSY_4,SURV_21_EPSY_5,SURV_22_ENVO_1,SURV_23_ENVO_2,SURV_24_ENVO_3,SURV_25_ENVO_4,SURV_26_ENVO_5,SURV_27_DIGITAL_LEGAL_1,SURV_28_DIGITAL_LEGAL_2,SURV_29_DIGITAL_LEGAL_3,SURV_30_DIGITAL_LEGAL_4
FoBS_077,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,4,2,5,3,3,0.542,1,5,2,4,1,3,3,3,3,2,4,5,4,3,0.518,3,1,2,1,3,3,2,3,2,0.306,2,3,4,4,3,3,2,2,3,2,3,2,2,3,3,5,2,3,4,3,3,2,0.466,4,3,2,3,2,2,4,4,2,4,3,1,3,2,1,0.417,0.595,0.422,0.153,0.196,0.306,1550,30.1,52.3,0.555,0.708,1,4,3,4,1,3,4,4,1,1,4,5,5,4,5,4,3,2,5,2,5,4,4,2,3,1,2,3,5,4,1
FoBS_078,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,2,3,3,3,2,0.417,3,3,3,2,5,3,4,2,1,2,2,2,2,2,0.393,3,2,1,3,3,4,3,3,2,0.417,4,2,1,2,1,2,2,1,3,2,2,2,2,3,2,3,1,3,3,3,4,3,0.33,3,3,1,1,3,3,2,2,2,2,2,4,3,3,3,0.367,0.317,0.176,0.349,0.055,0.213,880,29.6,21.8,0.31,0.236,0,3,1,2,1,3,4,4,1,2,5,1,1,5,5,1,1,3,1,3,4,3,4,2,5,3,3,1,5,5,3
FoBS_079,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,5,3,5,5,5,0.833,2,3,3,4,4,4,4,3,2,4,2,4,3,3,0.554,5,5,5,5,5,5,5,5,5,1.0,5,3,5,5,5,5,5,5,3,5,5,5,5,4,4,5,4,3,3,4,5,5,0.864,3,3,5,2,3,3,4,2,4,4,2,3,5,4,3,0.583,0.956,0.509,0.994,0.941,0.694,2115,36.7,61.9,0.638,0.829,1,5,4,1,1,3,1,4,1,1,3,3,5,3,5,4,1,1,1,4,2,5,3,2,3,1,2,4,5,2,3
FoBS_080,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),1,1,2,2,1,1,0.083,3,3,3,5,3,3,3,3,3,3,4,4,5,3,0.607,2,1,3,2,4,2,3,2,2,0.333,2,1,1,1,1,1,3,1,3,1,2,2,3,1,2,2,2,3,2,1,1,1,0.17,4,3,4,3,4,3,2,4,2,3,3,3,2,4,3,0.533,0.021,0.637,0.192,0.011,0.581,1470,34.1,62.5,0.556,0.708,1,4,2,4,5,1,3,2,4,1,1,1,1,3,3,5,2,3,2,4,3,3,4,3,2,2,1,3,2,1,1
FoBS_081,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,2,3,3,3,2,0.458,2,4,4,3,5,4,4,3,5,4,5,3,5,4,0.732,3,2,2,2,3,3,2,4,3,0.417,3,3,2,2,3,1,3,4,2,3,2,2,4,2,2,2,3,1,2,4,4,3,0.398,5,4,4,3,4,3,5,4,3,3,5,2,4,4,4,0.7,0.405,0.857,0.349,0.106,0.877,2972,48.9,77.0,0.804,0.951,1,1,5,5,4,2,4,5,3,4,1,2,3,4,5,2,2,4,1,5,3,2,2,4,5,3,5,4,4,1,2
FoBS_082,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,1,2,2,1,1,0.208,3,3,3,2,2,3,2,3,3,2,4,5,2,3,0.464,1,2,3,5,2,3,3,3,3,0.444,3,2,2,3,3,1,3,2,1,2,2,1,1,3,2,2,2,1,4,2,1,1,0.25,3,3,3,2,3,3,3,3,4,1,1,4,4,4,1,0.45,0.064,0.301,0.414,0.025,0.38,1371,23.2,41.8,0.444,0.488,0,3,3,5,3,5,5,2,2,5,5,2,5,4,5,2,5,5,3,5,3,2,2,1,2,4,1,2,5,1,4
FoBS_083,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,2,3,3,4,3,0.542,2,1,3,2,2,2,3,2,4,3,4,4,3,3,0.429,2,3,3,3,5,3,2,3,2,0.472,2,2,2,4,2,4,3,2,4,4,4,3,3,4,4,3,2,1,3,3,4,2,0.489,2,4,1,1,4,3,2,2,2,3,3,2,3,3,2,0.367,0.595,0.233,0.481,0.237,0.213,1215,20.0,37.4,0.419,0.434,0,5,3,1,1,5,1,3,2,4,3,2,1,4,2,3,2,4,1,3,1,1,5,4,4,1,1,4,5,3,4
FoBS_084,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),1,1,2,2,2,2,0.167,4,4,2,2,4,5,2,3,2,3,2,4,3,1,0.482,3,2,4,3,1,4,3,4,2,0.472,3,3,2,3,2,3,2,2,2,3,3,3,3,3,3,4,2,2,1,3,2,4,0.409,2,4,2,4,2,2,2,2,3,4,3,1,4,3,3,0.433,0.044,0.339,0.481,0.118,0.342,998,20.4,32.9,0.246,0.152,0,1,1,4,2,2,2,4,1,2,5,4,3,1,2,4,5,5,4,4,1,2,3,3,2,3,3,5,4,2,1
FoBS_085,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,4,4,5,2,4,0.667,2,2,2,2,3,3,1,3,2,4,3,1,2,3,0.339,4,3,2,4,4,2,4,3,4,0.583,3,3,4,4,2,4,2,3,3,4,4,3,4,3,2,2,3,2,3,4,4,3,0.534,3,1,1,4,2,2,1,2,2,3,1,1,1,2,1,0.2,0.823,0.112,0.734,0.333,0.05,1742,45.2,60.7,0.528,0.658,1,4,4,4,2,3,5,3,2,5,5,2,2,4,4,1,5,4,4,4,1,2,1,5,4,3,4,3,2,3,3
FoBS_086,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,3,2,2,4,2,0.375,3,3,1,2,2,3,2,3,3,4,1,3,4,3,0.411,2,2,4,5,4,2,3,3,3,0.528,3,3,5,3,2,2,2,3,2,3,3,1,4,3,3,4,3,2,2,4,3,3,0.466,2,2,2,3,2,2,1,3,2,4,1,3,3,2,3,0.333,0.24,0.203,0.615,0.196,0.163,1268,16.1,37.0,0.353,0.307,0,1,2,2,5,2,2,1,5,3,3,3,3,2,5,3,3,4,3,2,3,4,3,4,5,5,3,2,3,5,4
FoBS_087,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),5,4,2,3,3,4,0.625,3,2,3,4,1,3,4,5,3,3,5,3,2,2,0.518,3,4,4,4,5,4,3,4,4,0.722,4,1,4,5,3,3,5,2,3,3,3,3,2,2,3,3,5,2,5,4,4,3,0.568,2,4,2,2,2,3,3,2,2,2,3,4,3,2,3,0.4,0.76,0.422,0.915,0.417,0.273,2121,44.8,61.6,0.638,0.83,1,5,2,2,5,1,3,4,2,1,1,4,4,5,2,5,5,3,3,5,1,3,1,3,1,3,1,3,1,5,2
FoBS_088,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,2,4,3,4,3,0.583,2,4,4,3,2,3,3,2,3,1,3,2,1,4,0.411,5,5,5,4,3,4,5,4,3,0.806,2,4,3,4,4,2,3,3,3,3,1,4,4,3,3,4,3,3,4,4,3,3,0.545,3,3,2,3,2,4,4,2,3,2,2,1,2,3,2,0.383,0.683,0.203,0.961,0.36,0.241,879,9.3,20.0,0.362,0.323,0,1,3,5,5,2,2,5,5,5,3,1,4,1,2,3,5,2,5,5,1,1,5,1,1,3,1,4,4,1,1
FoBS_089,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,3,3,2,4,5,0.625,3,3,3,3,3,4,2,3,2,3,3,2,4,3,0.482,3,4,3,4,4,3,3,5,3,0.639,3,4,3,4,2,3,5,2,3,3,3,4,5,3,3,4,5,5,4,2,4,3,0.625,5,3,3,2,3,4,4,4,2,2,3,3,3,3,3,0.533,0.76,0.339,0.826,0.565,0.581,1276,27.4,32.8,0.35,0.301,0,1,4,5,5,3,4,5,2,3,5,5,5,2,1,5,2,5,5,3,1,2,4,3,5,4,3,4,3,2,3
FoBS_090,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,2,2,5,2,0.458,4,1,3,3,2,3,3,3,3,4,3,3,3,4,0.5,4,3,4,3,5,4,4,5,4,0.75,3,4,4,3,4,4,4,4,3,3,3,3,3,4,2,4,4,3,2,2,3,4,0.58,3,4,3,2,5,4,3,5,4,2,3,4,3,5,3,0.633,0.405,0.38,0.934,0.446,0.787,1312,32.1,59.5,0.543,0.687,1,1,3,2,2,2,1,1,4,3,3,2,3,5,5,1,2,5,3,3,4,2,2,2,3,1,2,5,1,3,3
FoBS_091,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,1,2,3,3,1,0.333,3,2,2,2,1,2,3,3,1,2,2,1,2,2,0.25,1,1,1,2,2,1,3,2,1,0.139,2,4,2,1,3,2,3,2,4,2,2,2,3,1,1,4,3,1,3,3,2,1,0.33,2,2,2,3,2,3,2,2,2,4,1,1,3,2,2,0.3,0.177,0.05,0.034,0.055,0.123,378,5.6,0.0,0.0,0.022,0,5,3,2,4,1,2,1,5,2,3,4,1,5,3,1,4,5,3,4,1,2,1,1,2,2,1,2,1,2,5
FoBS_092,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,2,3,2,4,3,0.5,3,3,5,2,3,2,4,2,3,4,2,3,2,3,0.482,4,3,3,4,3,3,4,2,5,0.611,2,2,3,3,2,4,4,3,3,2,5,3,2,3,3,2,2,3,3,2,4,3,0.466,1,4,3,3,1,2,3,3,4,2,4,2,4,2,3,0.433,0.5,0.339,0.784,0.196,0.342,1187,26.6,44.4,0.504,0.611,1,1,2,3,2,1,3,1,5,5,5,4,1,1,5,1,5,3,4,2,3,1,2,5,2,2,3,1,2,3,3
FoBS_093,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,2,3,3,3,2,0.417,3,4,4,4,4,4,3,4,3,3,3,3,3,4,0.625,4,4,3,2,1,5,3,4,3,0.556,4,3,4,1,4,1,2,3,3,3,4,2,2,3,3,2,3,2,2,4,1,5,0.443,5,3,3,3,3,4,4,1,3,3,2,4,2,4,2,0.517,0.317,0.676,0.677,0.161,0.541,1821,33.0,57.4,0.57,0.733,1,3,4,4,5,1,3,4,1,3,1,4,3,4,1,3,5,5,1,5,1,3,3,2,4,1,4,3,4,4,1
FoBS_094,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,5,3,3,3,4,0.667,1,3,2,2,3,2,2,3,3,1,2,3,2,2,0.304,2,2,3,2,3,4,4,2,3,0.444,3,3,3,3,3,4,1,2,3,2,2,2,3,3,2,3,3,4,5,1,2,5,0.455,3,4,2,4,3,2,1,2,1,2,1,1,1,1,2,0.25,0.823,0.082,0.414,0.178,0.079,800,12.3,27.3,0.249,0.155,0,5,3,2,1,3,2,2,3,4,3,1,5,4,5,5,5,4,2,3,3,4,4,1,4,1,2,5,2,1,3
FoBS_095,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,4,2,2,2,2,0.333,3,3,3,3,3,4,4,3,2,2,3,3,4,4,0.536,4,2,5,4,2,3,4,3,4,0.611,3,2,3,3,2,4,2,3,2,3,3,1,2,3,3,2,3,1,2,2,1,3,0.352,2,2,3,4,3,1,3,3,3,2,2,3,2,3,3,0.4,0.177,0.465,0.784,0.069,0.273,2024,30.3,44.8,0.541,0.683,1,5,3,5,4,2,1,2,2,4,3,1,1,2,5,3,2,1,1,5,4,2,1,1,4,3,5,1,3,5,1
FoBS_096,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,1,3,2,1,3,0.25,2,2,3,3,3,3,3,3,4,3,3,4,2,3,0.482,2,2,1,1,2,1,1,2,1,0.111,3,2,2,4,2,2,2,3,2,2,1,2,2,4,5,3,1,1,2,3,3,3,0.364,3,3,4,3,3,3,3,4,3,3,3,2,3,4,3,0.533,0.091,0.339,0.026,0.077,0.581,1242,19.6,32.5,0.418,0.434,0,3,5,3,2,5,3,1,4,1,4,4,3,4,5,4,2,1,2,3,2,3,3,5,3,1,2,2,5,2,4
FoBS_097,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),5,3,3,3,2,1,0.458,3,2,2,2,1,3,4,3,3,1,2,3,1,1,0.304,4,4,4,5,4,3,4,5,4,0.778,3,1,2,3,2,3,2,3,2,4,2,2,5,3,2,3,3,2,2,2,3,3,0.398,4,3,4,1,3,3,2,2,3,3,1,3,3,2,3,0.417,0.405,0.082,0.949,0.106,0.306,849,15.5,33.5,0.289,0.205,0,5,3,1,5,1,1,2,2,5,2,1,5,3,4,1,1,1,2,1,5,5,4,1,5,1,5,1,1,1,1
FoBS_098,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,2,2,2,1,3,0.25,4,3,3,3,4,5,2,3,2,4,2,3,4,4,0.571,3,3,5,3,3,3,4,2,2,0.528,4,3,3,3,2,3,3,2,3,3,3,3,1,2,3,3,2,3,3,4,2,3,0.443,4,3,4,4,3,4,3,3,4,2,4,3,3,3,3,0.583,0.091,0.552,0.615,0.161,0.694,2680,44.5,80.6,0.78,0.941,1,5,1,1,1,5,1,3,4,3,1,4,1,1,1,5,5,1,4,2,4,2,5,3,1,2,5,1,2,5,5
FoBS_099,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,3,2,3,4,0.5,3,4,2,3,3,2,3,3,1,1,4,3,4,3,0.446,2,3,3,3,3,3,3,5,2,0.5,3,3,5,4,2,3,2,3,2,3,3,2,2,3,4,4,2,1,2,4,3,4,0.477,4,1,3,3,4,2,4,3,3,2,4,3,3,3,2,0.483,0.5,0.266,0.549,0.216,0.459,1933,15.8,68.0,0.6,0.779,1,1,1,1,1,3,3,5,4,5,4,3,1,1,2,5,2,5,2,2,4,5,2,2,1,5,3,4,2,5,3
FoBS_100,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,3,2,2,1,3,0.292,3,2,4,2,4,5,4,4,3,4,3,3,3,2,0.571,2,1,2,3,3,2,1,1,1,0.194,1,3,2,3,2,2,1,2,2,2,1,2,1,1,4,2,3,3,3,2,2,3,0.284,2,3,2,2,3,4,4,3,2,2,2,4,3,4,4,0.483,0.128,0.552,0.057,0.035,0.459,1875,29.1,50.1,0.616,0.802,1,4,5,3,3,4,5,1,3,2,5,1,4,4,4,2,3,2,4,4,1,3,2,1,1,2,3,4,1,4,4
FoBS_101,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,3,3,3,3,0.5,4,4,2,2,3,4,3,3,3,4,3,2,2,3,0.5,1,3,3,3,1,2,3,3,2,0.333,3,3,2,1,3,2,1,2,2,2,3,4,3,1,3,5,3,2,1,2,4,1,0.352,3,3,3,4,2,2,2,1,2,4,2,2,3,4,3,0.417,0.5,0.38,0.192,0.069,0.306,389,5.3,5.1,0.02,0.026,0,3,5,4,2,1,2,3,2,2,3,1,1,5,1,4,5,4,2,4,1,5,2,4,4,3,4,4,1,4,1
FoBS_102,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,2,2,4,3,4,0.5,3,4,3,3,4,3,3,5,4,5,4,3,4,3,0.661,3,4,3,4,2,3,3,1,3,0.472,2,2,2,5,4,3,3,2,4,4,2,3,4,2,4,3,3,1,2,2,4,3,0.477,4,3,4,5,4,2,2,2,4,5,3,4,2,2,4,0.583,0.5,0.748,0.481,0.216,0.694,2148,50.4,69.8,0.662,0.856,1,3,5,4,3,3,4,5,5,3,4,2,4,1,3,5,5,5,1,3,5,5,2,5,1,3,3,3,2,1,5
FoBS_103,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,1,1,1,2,3,0.167,3,2,3,4,1,3,2,3,3,2,5,3,2,3,0.446,2,2,2,3,2,2,3,2,3,0.333,3,2,2,1,2,2,1,1,4,2,2,2,2,2,1,3,1,3,1,1,3,1,0.227,4,3,3,2,3,4,3,4,5,3,1,1,3,3,3,0.5,0.044,0.266,0.192,0.019,0.5,1529,33.1,44.9,0.47,0.541,1,1,2,5,2,2,4,2,3,1,3,1,2,3,1,1,4,3,5,2,1,1,4,1,2,3,5,3,3,5,2
FoBS_104,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),1,4,4,3,3,1,0.417,3,2,3,1,3,2,4,4,4,3,3,3,5,5,0.554,4,5,1,2,5,3,3,2,4,0.556,3,3,2,4,4,3,5,3,2,3,4,3,2,3,2,2,2,3,2,2,2,3,0.455,4,3,3,4,3,3,4,3,4,5,3,4,2,4,4,0.633,0.317,0.509,0.677,0.178,0.787,2695,21.1,71.7,0.713,0.901,1,3,1,1,5,5,5,3,2,4,5,2,2,3,5,2,1,3,1,5,5,5,1,4,3,3,5,5,3,1,5
FoBS_105,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,1,2,3,2,3,0.333,3,1,3,2,2,4,1,2,3,3,2,1,3,2,0.321,2,1,3,2,3,1,2,2,3,0.278,3,1,2,4,2,3,2,2,3,5,2,2,3,3,1,2,4,2,4,2,2,2,0.386,1,1,2,2,2,1,2,2,1,2,1,2,2,1,3,0.167,0.177,0.096,0.121,0.096,0.037,810,1.7,11.6,0.197,0.106,0,4,4,5,1,3,5,4,5,5,3,2,4,2,2,5,2,5,4,2,3,5,5,3,3,1,5,1,2,4,2
FoBS_106,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,1,3,2,2,3,0.292,2,2,2,2,2,1,2,4,2,3,1,3,3,3,0.321,1,4,3,2,2,2,3,1,3,0.333,3,4,3,4,3,5,4,4,2,1,2,3,3,2,2,2,4,2,3,2,2,1,0.443,3,3,4,3,1,1,1,4,1,2,2,2,2,3,3,0.333,0.128,0.096,0.192,0.161,0.163,656,11.6,22.9,0.255,0.163,0,4,4,4,5,1,1,2,3,1,1,3,3,2,3,1,1,5,1,3,3,2,1,4,2,1,5,1,3,4,5
FoBS_107,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,2,3,4,2,3,0.458,4,3,3,4,4,5,4,5,3,3,4,2,3,4,0.661,3,3,1,3,2,3,2,3,1,0.333,3,3,2,4,5,1,2,2,2,1,3,4,2,3,3,3,3,2,4,3,2,2,0.42,2,2,3,5,3,5,1,3,4,4,3,4,4,4,4,0.6,0.405,0.748,0.192,0.131,0.727,4354,61.3,89.7,0.958,0.986,1,5,3,4,3,2,5,2,5,2,2,2,2,4,2,3,3,3,1,5,5,5,3,4,5,2,1,2,5,4,5
FoBS_108,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,3,3,3,4,0.542,4,1,2,3,5,2,2,2,3,4,3,3,3,2,0.446,3,4,2,2,2,3,4,5,2,0.5,4,3,2,4,2,3,2,1,3,2,2,2,1,1,4,2,3,4,3,2,4,2,0.386,3,3,3,3,3,3,1,2,5,3,3,3,4,2,3,0.483,0.595,0.266,0.549,0.096,0.459,875,25.8,42.9,0.404,0.404,0,5,2,5,2,1,4,4,2,1,2,4,5,2,2,3,1,5,3,2,1,5,2,3,1,3,3,4,1,1,3
FoBS_109,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,1,2,2,1,2,0.167,3,4,4,3,4,2,2,3,3,3,3,4,3,3,0.536,1,1,3,3,2,1,2,2,2,0.222,3,1,1,4,1,3,3,1,2,3,1,2,2,4,1,2,3,3,2,3,2,4,0.33,4,2,2,3,1,4,2,4,3,4,3,4,2,2,2,0.45,0.044,0.465,0.074,0.055,0.38,606,17.3,6.0,0.131,0.064,0,1,2,4,1,1,4,1,5,1,3,1,3,2,1,1,3,1,3,5,2,5,4,4,3,2,1,1,4,1,3
FoBS_110,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,1,2,4,3,2,0.333,1,1,1,2,2,2,2,2,3,3,2,3,2,1,0.232,4,3,4,3,4,4,2,3,2,0.556,3,3,3,4,2,2,2,2,3,3,4,2,3,3,2,2,3,3,2,3,2,2,0.409,3,3,3,3,1,2,3,2,4,3,2,3,2,1,1,0.35,0.177,0.042,0.677,0.118,0.187,1278,34.7,42.0,0.443,0.486,0,4,1,4,2,1,1,3,4,5,3,2,1,2,1,4,5,5,1,4,4,1,5,4,1,3,4,2,5,3,1
FoBS_111,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),1,2,1,2,2,1,0.125,2,2,1,1,2,2,1,2,1,1,1,1,1,1,0.089,1,1,1,3,2,2,1,2,1,0.139,1,3,2,1,2,2,1,2,4,1,1,1,1,1,2,1,4,2,1,2,2,2,0.193,2,1,2,1,1,2,1,1,1,1,1,1,2,1,2,0.083,0.031,0.011,0.034,0.014,0.016,874,18.5,36.3,0.265,0.175,0,1,5,1,5,2,3,3,5,4,1,5,4,1,3,2,1,4,2,1,1,3,5,1,4,5,5,4,3,1,1
FoBS_112,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,3,2,2,2,4,0.375,2,2,3,3,1,3,2,3,3,4,4,2,3,3,0.429,1,2,3,3,1,2,1,2,2,0.222,3,1,1,3,2,3,2,3,1,1,1,1,2,3,2,1,2,2,1,2,3,4,0.25,4,2,4,2,2,2,3,2,2,2,2,2,3,2,2,0.35,0.24,0.233,0.074,0.025,0.187,1367,38.1,54.1,0.496,0.596,1,2,1,1,5,5,3,4,3,2,4,5,3,4,1,2,5,3,3,5,3,5,1,5,5,4,1,5,1,4,2
FoBS_113,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,2,2,1,3,1,0.208,1,2,3,3,2,2,3,2,2,4,4,5,4,4,0.482,2,2,3,4,3,3,2,3,4,0.472,2,2,4,4,3,3,2,4,2,2,3,1,1,2,3,3,1,4,2,3,2,4,0.398,2,3,2,4,2,3,4,2,3,4,2,3,3,4,1,0.45,0.064,0.339,0.481,0.106,0.38,2117,41.4,71.3,0.617,0.803,1,1,3,1,1,2,5,2,2,1,5,3,5,3,1,1,1,3,2,1,5,3,2,3,1,3,1,2,5,5,5
FoBS_114,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,3,2,2,2,0.375,5,3,4,3,3,3,2,4,4,2,2,5,2,3,0.554,2,1,3,4,2,3,2,2,2,0.333,2,2,3,2,1,3,2,4,3,2,1,3,4,2,3,3,1,3,2,3,3,1,0.352,4,4,1,3,2,3,3,5,4,4,4,3,4,4,3,0.6,0.24,0.509,0.192,0.069,0.727,2662,44.3,76.0,0.752,0.927,1,4,2,4,4,1,1,5,2,2,2,4,1,4,4,2,5,4,1,2,5,4,2,4,4,4,2,1,3,2,2
FoBS_115,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,2,2,3,1,2,0.25,2,2,3,1,3,2,1,2,2,2,1,1,2,4,0.25,2,3,3,2,2,2,3,2,3,0.361,2,3,3,3,2,1,2,2,2,2,2,2,5,3,2,4,2,1,2,1,1,2,0.307,3,2,1,2,1,4,1,2,2,3,2,3,2,4,3,0.333,0.091,0.05,0.237,0.044,0.163,472,1.7,2.5,0.081,0.043,0,5,3,3,5,3,2,1,4,5,3,3,1,2,2,1,3,1,3,1,5,1,1,4,1,4,3,4,3,5,1
FoBS_116,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,4,3,3,2,3,0.5,2,3,3,2,2,2,2,2,1,3,2,3,4,4,0.375,3,3,3,3,4,4,2,4,3,0.556,2,4,4,2,3,3,4,4,2,4,3,4,3,2,3,2,3,2,3,4,4,1,0.5,1,2,4,4,5,3,4,3,4,3,2,2,3,2,2,0.483,0.5,0.152,0.677,0.259,0.459,889,27.0,45.3,0.41,0.416,0,3,3,5,2,5,3,5,2,4,3,2,3,5,2,3,5,4,4,5,5,3,3,4,2,2,5,1,5,1,2
